Tran,San,Gia_tri_PPG,Truc_0
300,-300,1033.61,0
300,-300,1321.19,0
300,-300,1536.69,0
300,-300,1676.53,0
300,-300,1742.22,0
300,-300,1738,0
300,-300,1669.38,0
300,-300,1542.01,0
300,-300,1360.94,0
300,-300,1130.57,0
300,-300,851.41,0
300,-300,531.6,0
300,-300,170.3,0
300,-300,-226.62,0
300,-300,-653.39,0
300,-300,-1100.26,0
300,-300,-1556.49,0
300,-300,-2009.65,0
300,-300,-2447.3,0
300,-300,-2857.8,0
300,-300,-3233.27,0
300,-300,-3563.82,0
300,-300,-3849.28,0
300,-300,-4087.85,0
300,-300,-4282.37,0
300,-300,-4435.98,0
300,-300,-4553.59,0
300,-300,-4638.76,0
300,-300,-4695.03,0
300,-300,-4722.4,0
300,-300,-4711.85,0
300,-300,-4656.76,0
300,-300,-4551.66,0
300,-300,-4390.36,0
300,-300,-4169.54,0
300,-300,-3889.78,0
300,-300,-3559.09,0
300,-300,-3191.25,0
300,-300,-2806.48,0
300,-300,-2428.73,0
300,-300,-2086.8,0
300,-300,-1800.07,0
300,-300,-1589.94,0
300,-300,-1468.14,0
300,-300,-1436.33,0
300,-300,-1485.93,0
300,-300,-1598.84,0
300,-300,-1749.39,0
300,-300,-1907.22,0
300,-300,-2040.4,0
300,-300,-2120.23,0
300,-300,-2120.82,0
300,-300,-2028.1,0
300,-300,-1837.55,0
300,-300,-1554.06,0
300,-300,-1191.91,0
300,-300,-773.34,0
300,-300,-324.22,0
300,-300,127.46,0
300,-300,555.21,0
300,-300,938.21,0
300,-300,1251.79,0
300,-300,1491.08,0
300,-300,1652.28,0
300,-300,1735.93,0
300,-300,1746.14,0
300,-300,1688.36,0
300,-300,1569.42,0
300,-300,1395.05,0
300,-300,1170.92,0
300,-300,895.21,0
300,-300,579.06,0
300,-300,220.64,0
300,-300,-173.84,0
300,-300,-597.14,0
300,-300,-1039.61,0
300,-300,-1489.67,0
300,-300,-1934.57,0
300,-300,-2361.6,0
300,-300,-2758,0
300,-300,-3116.06,0
300,-300,-3425.4,0
300,-300,-3686.47,0
300,-300,-3899.04,0
300,-300,-4067.03,0
300,-300,-4197.09,0
300,-300,-4294.58,0
300,-300,-4366.56,0
300,-300,-4417.76,0
300,-300,-4450.07,0
300,-300,-4463.93,0
300,-300,-4449.64,0
300,-300,-4401.64,0
300,-300,-4311.17,0
300,-300,-4171.94,0
300,-300,-3979.64,0
300,-300,-3735.08,0
300,-300,-3443.95,0
300,-300,-3118.11,0
300,-300,-2774.73,0
300,-300,-2435.24,0
300,-300,-2122.34,0
300,-300,-1856.66,0
300,-300,-1654.74,0
300,-300,-1527.05,0
300,-300,-1475.17,0
300,-300,-1492.83,0
300,-300,-1565.8,0
300,-300,-1672.35,0
300,-300,-1787.18,0
300,-300,-1885.36,0
300,-300,-1939.03,0
300,-300,-1927.68,0
300,-300,-1836.74,0
300,-300,-1659.84,0
300,-300,-1398.61,0
300,-300,-1063.05,0
300,-300,-669.65,0
300,-300,-240.08,0
300,-300,202.92,0
300,-300,637.05,0
300,-300,1035.54,0
300,-300,1383.41,0
300,-300,1668.39,0
300,-300,1882.36,0
300,-300,2021.53,0
300,-300,2084.67,0
300,-300,2073.72,0
300,-300,1992.07,0
300,-300,1844.04,0
300,-300,1629.91,0
300,-300,1359.55,0
300,-300,1034.39,0
300,-300,659.62,0
300,-300,242.88,0
300,-300,-208.41,0
300,-300,-682.61,0
300,-300,-1168.97,0
300,-300,-1654.41,0
300,-300,-2126.94,0
300,-300,-2576.25,0
300,-300,-2990.97,0
300,-300,-3365.91,0
300,-300,-3698.53,0
300,-300,-3987.85,0
300,-300,-4237.41,0
300,-300,-4450.01,0
300,-300,-4632.13,0
300,-300,-4786.58,0
300,-300,-4917.78,0
300,-300,-5026.41,0
300,-300,-5111.08,0
300,-300,-5165.99,0
300,-300,-5187.86,0
300,-300,-5168.17,0
300,-300,-5100.41,0
300,-300,-4977.34,0
300,-300,-4798.9,0
300,-300,-4565.1,0
300,-300,-4282.95,0
300,-300,-3952.7,0
300,-300,-3595.39,0
300,-300,-3226.77,0
300,-300,-2863.92,0
300,-300,-2523.9,0
300,-300,-2222.22,0
300,-300,-1970.2,0
300,-300,-1774.84,0
300,-300,-1637.62,0
300,-300,-1553.52,0
300,-300,-1513.66,0
300,-300,-1499.36,0
300,-300,-1493.22,0
300,-300,-1472.67,0
300,-300,-1416.71,0
300,-300,-1307.23,0
300,-300,-1129.54,0
300,-300,-877.96,0
300,-300,-552.35,0
300,-300,-160.29,0
300,-300,282.67,0
300,-300,757.67,0
300,-300,1237.9,0
300,-300,1698.57,0
300,-300,2116.05,0
300,-300,2471.98,0
300,-300,2752.4,0
300,-300,2949.2,0
300,-300,3060.1,0
300,-300,3087.53,0
300,-300,3035.27,0
300,-300,2914.36,0
300,-300,2734.66,0
300,-300,2502.94,0
300,-300,2225.6,0
300,-300,1907.49,0
300,-300,1551.04,0
300,-300,1158.32,0
300,-300,731.51,0
300,-300,274.11,0
300,-300,-210.06,0
300,-300,-710.71,0
300,-300,-1219.61,0
300,-300,-1725.3,0
300,-300,-2215.81,0
300,-300,-2679.33,0
300,-300,-3107.08,0
300,-300,-3493.31,0
300,-300,-3835.55,0
300,-300,-4133.98,0
300,-300,-4390.15,0
300,-300,-4607.75,0
300,-300,-4789.63,0
300,-300,-4937.6,0
300,-300,-5050.27,0
300,-300,-5124.49,0
300,-300,-5155.52,0
300,-300,-5136.99,0
300,-300,-5062.98,0
300,-300,-4928.76,0
300,-300,-4721.24,0
300,-300,-4451.85,0
300,-300,-4128.92,0
300,-300,-3766.65,0
300,-300,-3383.12,0
300,-300,-3001.36,0
300,-300,-2643.77,0
300,-300,-2333.48,0
300,-300,-2088.23,0
300,-300,-1919.99,0
300,-300,-1835.05,0
300,-300,-1826.8,0
300,-300,-1885.27,0
300,-300,-1992.06,0
300,-300,-2122.94,0
300,-300,-2251.56,0
300,-300,-2351.4,0
300,-300,-2399.83,0
300,-300,-2377.32,0
300,-300,-2273.4,0
300,-300,-2084.74,0
300,-300,-1814.52,0
300,-300,-1473.38,0
300,-300,-1080.64,0
300,-300,-656.15,0
300,-300,-224.29,0
300,-300,192.89,0
300,-300,573.74,0
300,-300,904.55,0
300,-300,1173.57,0
300,-300,1378.32,0
300,-300,1505.76,0
300,-300,1570,0
300,-300,1572.99,0
300,-300,1519.16,0
300,-300,1413.61,0
300,-300,1260.74,0
300,-300,1064.28,0
300,-300,826.33,0
300,-300,546.4,0
300,-300,228.55,0
300,-300,-124.36,0
300,-300,-510.97,0
300,-300,-923.9,0
300,-300,-1354.99,0
300,-300,-1791.93,0
300,-300,-2222.8,0
300,-300,-2634.16,0
300,-300,-3014.97,0
300,-300,-3356.47,0
300,-300,-3652.45,0
300,-300,-3900.6,0
300,-300,-4103.41,0
300,-300,-4265.08,0
300,-300,-4393.31,0
300,-300,-4494.55,0
300,-300,-4575.71,0
300,-300,-4638.99,0
300,-300,-4683.75,0
300,-300,-4690.56,0
300,-300,-4664.29,0
300,-300,-4589.45,0
300,-300,-4462.39,0
300,-300,-4280.13,0
300,-300,-4046.82,0
300,-300,-3773.33,0
300,-300,-3477.68,0
300,-300,-3182.65,0
300,-300,-2913.35,0
300,-300,-2695.37,0
300,-300,-2549.11,0
300,-300,-2486.33,0
300,-300,-2509.7,0
300,-300,-2609.67,0
300,-300,-2766.57,0
300,-300,-2950.47,0
300,-300,-3126.61,0
300,-300,-3258.22,0
300,-300,-3312.42,0
300,-300,-3264.29,0
300,-300,-3096.38,0
300,-300,-2805.86,0
300,-300,-2401.07,0
300,-300,-1901.41,0
300,-300,-1335.16,0
300,-300,-736.18,0
300,-300,-138.74,0
300,-300,425.97,0
300,-300,932.28,0
300,-300,1361.03,0
300,-300,1704.72,0
300,-300,1946.71,0
300,-300,2100.09,0
300,-300,2168.99,0
300,-300,2158.37,0
300,-300,2073.9,0
300,-300,1919.84,0
300,-300,1699.8,0
300,-300,1411.51,0
300,-300,1062.52,0
300,-300,655.71,0
300,-300,200.95,0
300,-300,-292.8,0
300,-300,-809.44,0
300,-300,-1331.54,0
300,-300,-1838.24,0
300,-300,-2310.68,0
300,-300,-2731.52,0
