Tran,San,Gia_tri_PPG,Truc_0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
300,-300,-2512.58,0
300,-300,-2561.59,0
300,-300,-2466.82,0
300,-300,-2374.38,0
300,-300,-2287.12,0
300,-300,-2203.78,0
300,-300,-2123.38,0
300,-300,-2041.56,0
300,-300,-1955.43,0
300,-300,-1860.17,0
300,-300,-1755.21,0
300,-300,-1638.49,0
300,-300,-1512.65,0
300,-300,-1381.38,0
300,-300,-1251.69,0
300,-300,-1130.12,0
300,-300,-1025.07,0
300,-300,-942.63,0
300,-300,-888.62,0
300,-300,-864.62,0
300,-300,-871.98,0
300,-300,-904.42,0
300,-300,-959.16,0
300,-300,-1025.43,0
300,-300,-1093.87,0
300,-300,-1155.23,0
300,-300,-1202.29,0
300,-300,-1227.87,0
300,-300,-1229.86,0
300,-300,-1205.98,0
300,-300,-1161.51,0
300,-300,-1097.92,0
300,-300,-1021.4,0
300,-300,-936.91,0
300,-300,-852.44,0
300,-300,-771.9,0
300,-300,-701.83,0
300,-300,-644.74,0
300,-300,-605.22,0
300,-300,-584.64,0
300,-300,-585.61,0
300,-300,-609.41,0
300,-300,-660.03,0
300,-300,-736.1,0
300,-300,-839.63,0
300,-300,-969.64,0
300,-300,-1126.14,0
300,-300,-1305.4,0
300,-300,-1504.7,0
300,-300,-1718.74,0
300,-300,-1942.1,0
300,-300,-2167.05,0
300,-300,-2386.98,0
300,-300,-2594.09,0
300,-300,-2784.24,0
300,-300,-2950.04,0
300,-300,-3088.76,0
300,-300,-3195.64,0
300,-300,-3270.12,0
300,-300,-3309.4,0
300,-300,-3315.01,0
300,-300,-3285.59,0
300,-300,-3224.19,0
300,-300,-3131.26,0
300,-300,-3010.83,0
300,-300,-2865.2,0
300,-300,-2700.33,0
300,-300,-2520.76,0
300,-300,-2334.43,0
300,-300,-2146.25,0
300,-300,-1963.27,0
300,-300,-1790.79,0
300,-300,-1633.11,0
300,-300,-1492.21,0
300,-300,-1369.48,0
300,-300,-1263.33,0
300,-300,-1171.24,0
300,-300,-1089.34,0
300,-300,-1014.54,0
300,-300,-943.3,0
300,-300,-874.19,0
300,-300,-803.79,0
300,-300,-735.97,0
300,-300,-670.78,0
300,-300,-611.77,0
300,-300,-560.67,0
300,-300,-521.1,0
300,-300,-493.19,0
300,-300,-478.94,0
300,-300,-476.31,0
300,-300,-482.56,0
300,-300,-492.33,0
300,-300,-503.53,0
300,-300,-509.28,0
