Raw_IR
224810
225279
225689
226235
226770
227401
228023
228728
229421
230154
231825
232040
231994
231793
231318
231023
230761
230576
230409
230252
230245
230398
230613
230800
230964
231105
231245
231312
231323
231312
231921
232350
232862
233268
233559
233731
233859
233914
233854
233830
233776
233842
233957
234257
234700
235391
236282
237179
237765
238053
238335
238536
238702
238899
239075
239281
239491
239803
240189
240697
241847
242283
242522
242793
243005
243267
243437
243620
243714
244030
244280
244597
244899
245239
245394
245535
245597
245614
245558
244779
243083
241286
240519
240424
240703
241174
241586
242000
242260
242212
241865
241521
241008
240479
239838
239243
238772
238508
238315
237327
236681
236000
235277
234524
233766
233008
232263
231541
230843
228907
228543
228268
228041
227924
227819
227732
227615
227397
227015
225581
225236
224774
224279
223720
223062
222308
221400
220454
219575
217510
217148
216891
216729
216716
216767
217032
217309
217757
219282
219708
219879
219900
219757
219528
219217
219027
218924
218977
219811
220265
220818
221452
222055
222725
223407
224048
224652
225272
227019
227559
228057
228466
228822
229137
229376
229579
229732
229884
230353
230497
230693
230960
231305
231661
232041
232422
232793
233215
234187
234467
234656
234825
234978
235150
235313
235490
235664
235891
236503
236837
237102
237389
237629
237874
238099
238331
238566
238811
239416
239635
239652
239508
239234
238738
238111
237576
237060
236669
236205
236277
236369
236517
236642
236820
236977
237120
237232
237347
237755
237909
238061
238174
238266
238350
238363
238391
238402
238426
238585
238562
238552
238579
238633
238704
238731
238803
238861
238941
239061
239128
239162
239177
239150
239108
239056
238979
238861
238746
238596
238678
238719
238680
238615
238569
238544
238596
238849
239211
240003
240162
239977
239644
239244
238842
238481
238231
237920
237073
236857
236595
236306
236116
235947
235972
236112
236306
236525
237112
237076
237037
236872
236746
236596
236506
236410
236331
236199
236050
236054
236145
236225
236382
236463
236599
236687
236893
237065
237548
237567
237726
237815
237908
237893
237883
237761
237759
237764
238077
238294
238476
238576
238731
238834
238982
239142
239319
239418
239066
238658
238065
237498
237028
236616
236283
235991
235761
235626
235176
235151
235105
235145
235231
235298
235358
235388
235395
235306
234917
234832
234826
234853
234935
234995
235093
235104
235055
234993
234875
234747
234645
234552
234525
234563
234626
234646
234736
234795
235054
235078
235165
235256
235345
235380
235429
235474
235528
235568
235596
235573
235574
235534
235487
235457
235404
235377
235303
235137
234023
233625
233209
232755
232278
231853
231544
231337
231305
231424
231820
231866
231698
231503
231331
231257
231304
231418
231556
231482
231264
230845
230319
229693
229093
228632
228299
228056
227916
227838
228011
228255
228528
228759
228926
229037
229127
229216
229212
228678
228428
228301
228360
228729
229447
230500
231637
232646
233387
233750
233739
233915
234331
234903
235426
235759
235773
235489
235024
233497
233121
232824
232671
232738
232932
233170
233304
233313
233198
232650
232725
232935
233267
233702
234258
234778
235108
235271
235297
234834
234788
234831
234922
235078
235258
235545
235822
236132
236779
236861
236756
236614
236499
236491
236599
236778
236971
237204
237664
237645
