Raw_IR
257469
257404
257290
257251
257211
257170
257169
257156
257168
257162
257159
257143
257128
257122
257084
257089
257035
257074
257064
257069
257090
257088
257079
257056
257064
257056
257023
257038
257013
257031
257025
257042
257028
257030
257051
257063
257094
257109
257107
257148
257170
257175
257211
257223
257235
257212
257311
257352
257355
257376
257415
257443
257476
257509
257528
257588
257615
257638
257671
257724
257726
257762
257776
257818
257913
257932
257966
258013
258036
258064
258068
258114
258131
258093
257888
257736
257660
257585
257501
257442
257423
257407
257362
257340
257319
257326
257308
257279
257262
257265
257221
257198
257206
257224
257156
257243
257234
257247
257239
257263
257231
257245
257237
257250
257207
257267
257287
257295
257279
257301
257320
257325
257334
257361
257407
257414
257431
257458
257470
257478
257506
257518
257519
257532
257601
257597
257625
257650
257674
257679
257708
257744
257760
257776
257875
257877
257881
257908
257928
257954
258009
258008
258056
258107
258177
258221
258233
258172
258098
258005
257899
257799
257682
257626
257448
257476
257442
257429
257417
257412
257396
257358
257337
257254
257226
257184
257160
257150
257187
257179
257190
257169
257168
257206
257178
257196
257192
257188
257178
257182
257193
257208
257220
257294
257271
257308
257329
257348
257346
257385
257386
257413
257442
257490
257512
257535
257548
257580
257609
257617
257663
257678
257695
257689
257735
257759
257779
257798
257811
257858
257864
257891
257909
258012
258007
258028
258065
258112
258131
258144
258126
258090
258027
257762
257632
257564
257499
257479
257435
257445
257445
257448
257421
257374
257353
257336
257291
257287
257261
257231
257212
257193
257185
257138
257215
257216
257212
257216
257206
257213
257175
257182
257111
257168
257173
257190
257192
257209
257235
257230
257261
257283
257363
257382
257413
257438
257449
257490
257484
257499
257552
257565
257669
257667
257660
257721
257720
257741
257748
257782
257814
257841
257874
257936
257922
257984
257995
258029
258048
258100
258099
258095
257819
257825
257708
257633
257565
257569
257518
257508
257492
257430
257438
257446
257402
257393
257348
257342
257291
257263
257250
257250
257222
257264
257249
257288
257248
257280
257264
257283
257248
257324
257262
257295
257283
257330
257326
257343
257347
257380
257387
257436
257456
257472
257485
257536
257549
257579
257593
257599
257626
257630
257711
257747
257753
257800
257801
257836
257863
257895
257903
257999
257993
258029
258037
258093
258094
258115
258145
258181
258263
258294
258311
258316
258291
258255
258154
258097
257990
257908
257783
257739
257710
257721
257708
257726
257715
257708
257681
257698
257589
257579
257545
257543
257542
257543
257553
257554
257562
257577
257502
257599
257583
257594
257568
257563
257537
257550
257581
257561
257616
257634
257624
257660
257653
257679
257690
257720
257736
257796
257794
257830
257857
257872
257866
257912
257891
257933
257931
258043
257988
258049
258041
258090
258088
258110
258112
258159
258173
258193
258235
258273
258252
258290
258300
258330
258347
258398
258445
258384
258444
258408
258320
258227
258105
258052
257925
257924
257761
257808
257793
257802
257754
257754
257720
257720
257682
257660
257595
257550
257530
257525
257518
257560
257530
257523
257534
257574
257577
257512
257497
257481
257477
257497
257475
257495
257493
257507
257495
257534
257584
257600
257589
257620
257579
257652
257634
257690
257648
257736
257738
257772
257768
257806
257794
257838
257815
257877
257888
257935
257939
257960
257964
257976
258002
258016
258033
258147
258118
258142
258151
258173
258175
258221
258230
258281
258282
258386
258288
258230
258152
258049
257933
257853
257772
257743
257711
257608
257647
257662
257630
257623
257579
257577
257532
257509
257478
257320
257375
257386
257380
257424
257388
257405
257396
257397
257370
257368
257387
257374
257351
257368
257372
257392
257378
257389
257479
257476
257470
257475
257490
257518
257521
257544
257549
257587
257651
257631
257622
257663
257658
257692
257696
257728
257725
257761
257762
257829
257813
257843
257843
257885
257881
257911
257922
257963
257909
258035
258022
258051
258065
258100
258127
258159
258168
258224
258224
258200
258105
258010
257914
257828
257755
257703
257668
257671
257601
257599
257604
257610
257569
257567
257524
257527
257474
257467
257388
257408
257394
257416
257441
257448
257427
257437
257419
257364
257412
257412
257397
257435
257408
