Original,Filtered
-57634.94527955847,-3829.3695987172146
-57696.79498197991,-3872.026105306072
-57779.4850400045,-3937.382795666234
-57863.58472308966,-4009.524723451073
-57932.5246825501,-4074.032211023961
-57977.04493422825,-4121.715172740808
-57996.92546336803,-4150.289332044814
-57999.7201645239,-4163.77341032485
-57997.2047622015,-4170.129176692804
-58000.95852025955,-4178.177397765646
-58018.69817320712,-4194.947466141385
-58052.6099530386,-4224.335742116867
-58100.124581297125,-4267.373169721196
-58156.634115626206,-4323.747524036453
-58218.89439259157,-4393.723841690963
-58287.56899646401,-4479.436685524863
-58367.65940552716,-4584.753146253759
-58466.34534042567,-4713.452686254237
-58588.76228200804,-4866.153368846757
-58733.12026049579,-5036.996558894833
-58886.99879388592,-5211.373573719014
-59026.46389132919,-5365.824711160066
-59118.87331831382,-5470.686443855693
-59129.10169566688,-5495.261019384329
-59027.78493330354,-5414.4741699403085
-58799.42528069884,-5215.422260466445
-58448.0682352468,-4902.074240570977
-57998.82165350539,-4496.745840741491
-57494.575165681614,-4037.719105586148
-56988.57150163073,-3573.3355405238585
-56534.59102302934,-3153.7827032936566
-56177.11899258399,-2822.3771955647335
-55943.80340947188,-2608.2659685163544
-55841.824434890375,-2522.098844179001
-55858.7139619124,-2555.479324481546
-55967.01681942317,-2684.0879182553012
-56131.30088337266,-2873.5375309807737
-56315.62821346108,-3086.474107092313
-56489.75147035248,-3289.296505184696
-56632.89307678124,-3457.138316264284
-56734.7698728751,-3576.3227016053224
-56794.28563148174,-3644.191300999473
-56816.81083684864,-3666.8280252612954
-56811.106735118585,-3655.5972150848893
-56786.75191499587,-3623.5208294777826
-56752.52525225934,-3582.348097494144
-56715.75953708637,-3540.8138386310366
-56682.35994308253,-3504.166650057906
-56657.06309379659,-3474.6992922060854
-56643.59304133117,-3452.815243360349
-56644.57377923312,-3438.143766680026
-56661.27464729602,-3430.3406247959792
-56693.398508691855,-3429.414496670547
-56739.12609215658,-3435.6213359381277
-56795.51561615712,-3449.10728844828
-56859.18859835697,-3469.525170583597
-56927.09012915407,-3495.80629507141
-56997.06138920943,-3526.17273883025
-57068.02435315798,-3558.3702618215807
-57139.73017330972,-3590.0279253422013
-57212.196722697496,-3619.0271818918995
-57285.08995993973,-3643.788428380501
-57357.33173736318,-3663.4366159585175
-57427.13359793848,-3677.862089604501
-57492.49014696661,-3687.7252024162817
-57551.98356846631,-3694.4527368506833
-57605.61606693661,-3700.2451352354838
-57655.35356071186,-3708.0720420786765
-57705.14200251654,-3721.6001401317535
-57760.32046892932,-3744.988475993218
-57826.546619538894,-3782.5095108985392
-57908.50528862037,-3838.004348730565
-58008.74188675876,-3914.2435643531276
-58126.9310167905,-4012.321377530413
-58259.77332369689,-4131.24191886656
-58401.55169256261,-4267.848956141074
-58545.22131933392,-4417.200271690364
-58683.7969674505,-4573.400122081249
-58811.75304356276,-4730.792113151139
-58926.164790489485,-4885.301915338269
-59027.37105973081,-5035.630644532756
-59119.010546439735,-5183.962279686933
-59207.35999213111,-5335.884412124877
-59299.98649295989,-5499.34198626972
-59403.82444548087,-5682.6417637354525
-59522.91026401045,-5891.771988821332
-59656.14244846642,-6127.546115028263
-59795.55209885317,-6383.255631963509
-59925.61767804393,-6643.5588412475645
-60024.08570424106,-6885.192836198511
-60064.53254507749,-7079.766612149974
-60020.53203743685,-7198.417697324285
-59870.84269548351,-7217.588899440092
-59604.60946591505,-7124.738550163513
-59225.32263976433,-6922.576100470705
-58752.30888763264,-6630.520983120436
-58218.90354031947,-6282.551235208052
-57667.13839874804,-5921.379365405841
-57139.6420919608,-5589.810990519328
-56670.28396511231,-5320.9841084296095
-56275.66083407207,-5129.715750060212
-55949.62971382481,-5007.210402380251
-55662.633510897,-4920.833540715837
-55366.58881687229,-4819.593689864654
-55004.80380924026,-4644.62461096086
-54525.07222951212,-4342.637489668718
-53893.09396561912,-3879.371642989197
-53103.00206175898,-3249.7964977762927
-52182.18983295105,-2482.3428138032227
-51188.7996973514,-1635.7015718800508
-50201.92013658378,-788.4576257106961
-49306.34442877551,-23.60952835523952
-48575.221306768406,588.591005676246
-48054.65510498427,1005.4496989804564
-47754.06127740143,1220.648421335386
-47644.849586379314,1264.755807828446
-47668.05212843809,1197.080115494853
-47749.30694666015,1090.6432990059996
-47817.70901256427,1013.8048176200818
-47823.95920728933,1012.9720885712487
-47753.29244219681,1100.64493775497
-47629.87774548254,1251.7770494897713
-47511.47402744468,1409.4029315376038
-47475.5723234414,1498.185848373157
-47600.420794620775,1442.5769190554138
-47945.63923699239,1185.1446342296003
-48537.22771158484,700.6286691270468
-49360.62630765967,2.389294827393413
-50363.39156647731,-860.1328322429579
-51466.58170988717,-1812.0735851050597
-52581.74960475058,-2769.062035226613
-53629.11736567986,-3654.338463957058
-54552.380277858654,-4412.889702246515
-55326.67889823035,-5019.370848457678
-55958.243731456896,-5478.330844421207
-56476.4974207808,-5817.315720071957
-56921.35670372801,-6075.231861879574
-57329.58482164812,-6289.440276043825
-57724.032859223735,-6485.158501712606
-58108.53289088534,-6669.881190156377
-58469.41593711983,-6833.968323611058
-58782.665498570575,-6956.746764096124
-59024.13960560043,-7015.931597718278
-59179.53564086109,-6997.313998917271
-59250.99987936732,-6901.6965506352335
-59258.39100294076,-6746.94619338033
-59234.83661762698,-6564.505717924291
-59217.89455760643,-6391.331425570305
-59238.87602099684,-6259.551251795174
-59313.38180410803,-6186.803656607449
-59435.74310154165,-6170.053200786889
-59578.97856295516,-6184.7452998932795
-59700.40132528676,-6189.728518882163
-59751.53766315471,-6136.833925675807
-59689.933499907966,-5982.770181621506
-59489.98448737691,-5700.3884885047555
-59150.20714794436,-5286.535667039435
-58695.26786819845,-4764.582104227279
-58172.35174011524,-4181.038336937195
-57642.76387409696,-3597.105116428083
-57170.69820361325,-3077.17155767498
-56811.65973796832,-2676.904098853741
-56602.98089179424,-2433.5285775153225
-56558.28332187833,-2360.2493895040348
-56666.768030848325,-2445.6774757584512
-56897.11522292437,-2657.947199036918
-57204.80126955313,-2952.193061108118
-57541.00960785841,-3279.4612751393506
-57861.1470630504,-3595.05330465827
-58131.2820923177,-3864.7011018155113
-58331.487499157774,-4067.6999571910305
-58455.90408609692,-4196.951423780365
-58510.1248535293,-4256.572860972633
-58507.03459423645,-4258.149597715151
-58462.41270244209,-4216.776683736122
-58391.409767298006,-4147.800276954652
-58306.53565538182,-4064.744525048921
-58217.21733495942,-3978.4538298168422
-58130.48410839111,-3897.13235918784
-58052.06454653005,-3826.8062422030803
-57987.19553074246,-3771.7781255808923
-57940.71371653008,-3734.830392391429
-57916.40107862713,-3717.1650238820143
-57915.93060726392,-3718.2469101296138
-57937.96311037556,-3735.7797125093307
-57977.90988658879,-3765.9793040402674
-58028.618013375046,-3804.161840306259
-58081.86395694546,-3845.505644940642
-58130.202216448015,-3885.7522851096287
-58168.55137639398,-3921.626169347485
-58194.97697026781,-3950.869694062366
-58210.4264784617,-3971.962377407844
-58217.5744341004,-3983.74181365384
-58219.2860393326,-3985.201317437014
-58217.36183102073,-3975.668883852952
-58212.11224185633,-3955.392162474643
-58202.96159044375,-3926.3315011434524
-58189.82657609811,-3892.790828497577
-58174.63561949737,-3861.4777809406414
-58162.216084877946,-3840.7191447670193
-58159.95574978403,-3838.8392525651343
-58176.10040751158,-3862.0486532292084
-58217.12310799585,-3912.4636396335704
-58285.071365100885,-3986.9671316398153
-58375.96586880129,-4077.4636853604825
-58480.08205057241,-4172.694695678282
-58584.34034978625,-4261.268921194624
-58676.25176917822,-4335.0914499002665
-58748.18737112996,-4392.111394777393
-58800.43304581396,-4437.373419554533
-58841.710748899226,-4481.770849488787
-58886.577775083446,-4538.563701138847
-58950.14985199184,-4618.454303739972
-59041.59705739364,-4724.577253382858
-59158.483328819166,-4848.962292970536
-59284.003181200096,-4971.77012143241
-59388.4637988707,-5063.921496744022
-59435.14283556777,-5092.813049532433
-59389.28268891227,-5029.900446444615
-59227.89678841906,-4858.303226773041
-58947.62678382757,-4578.445127859987
-58568.27668357357,-4210.151381021645
-58130.77317966439,-3790.4823798688335
-57689.83849321136,-3367.658923035308
-57303.149719717054,-2992.4288581897813
-57019.74354922652,-2708.8616259880732
-56870.60715468542,-2546.6638249692073
-56863.72793863578,-2516.6681360050866
-56984.573930146245,-2610.2993902430276
-57201.45514396147,-2802.816155282945
-57473.94014839816,-3059.247667741021
-57761.84799850765,-3341.4249053714866
-58032.46166767663,-3614.4526336268186
-58264.42414137445,-3851.3528415862643
-58447.96557641868,-4035.2710436418934
-58582.26553060038,-4159.351314049352
-58671.50005315787,-4224.938848671317
-58721.25392069592,-4239.0218151089475
-58736.50943250977,-4211.751907406218
-58721.58008753844,-4154.569477751036
-58681.47856923425,-4079.0575745883157
-58623.62791520424,-3996.321141158666
-58558.73991466803,-3916.5440685821595
-58500.10454521304,-3848.4425724326243
-58461.26746983871,-3798.5457589406724
-58452.82231371411,-3770.4748794321717
-58479.50443221074,-3764.539140588709
-58538.76076829902,-3777.942364209677
-58621.47829639841,-3805.703124808002
-58714.76945066714,-3842.1095346197753
-58805.93093237672,-3882.2811397890064
-58886.21768432806,-3923.3105520237655
-58953.09780455393,-3964.5668143823264
-59010.182737784125,-4007.0372576670106
-59064.87701790606,-4051.9611258888544
-59124.65112324529,-4099.319838905598
-59193.38481778503,-4146.861714796463
-59269.23973166654,-4190.187105050511
-59344.97575559322,-4224.036271723922
-59410.70692165918,-4244.434693567872
-59458.13092684849,-4250.939813378416
-59484.62348157862,-4248.068866734524
-59495.522441731664,-4245.1615346072285
-59503.49747861736,-4254.417037195054
-59524.93053359414,-4287.49653249048
-59574.36869065344,-4351.675398453281
-59658.93886594082,-4446.841319269915
-59774.80729303932,-4564.517464765418
-59907.2091214275,-4689.538303218873
-60034.41219116815,-4804.164761931445
-60134.58707444819,-4893.556852611618
-60193.41138530556,-4950.921269274784
-60209.763329717,-4980.550528040025
-60197.271533305255,-4997.452951483125
-60180.70854648749,-5023.236104630966
-60187.88504777775,-5079.080511050365
-60239.2857029509,-5177.6663097502105
-60338.652785569815,-5316.454698599453
-60467.71162326167,-5474.571150851644
-60587.18944632083,-5614.685143102408
-60644.48512127966,-5689.943709286724
-60586.33533531416,-5654.565245238193
-60373.213222151775,-5475.558876513991
-59991.50164500547,-5142.550917107889
-59459.94217164361,-4673.03822142073
-58828.35768417819,-4111.477119406119
-58168.74518187982,-3522.1660261488328
-57560.91738899193,-2977.4645142789877
-57076.32369598777,-2544.075424779003
-56764.09538257866,-2270.579117344302
-56642.635420618375,-2179.0368644294576
-56698.46731296129,-2262.3957864720555
-56892.0671208436,-2487.9467606489707
-57168.62179626643,-2805.6225175564605
-57470.58171926897,-3158.8638490866224
-57748.76100415026,-3495.381445915354
-57969.5348029627,-3775.454512683115
-58117.06996320919,-3976.288526955506
-58191.0330520431,-4092.11172856862
-58201.38722830096,-4130.781594268181
-58162.40704479399,-4108.409854609553
-58087.832979825645,-4043.7401904656217
-57988.31928127221,-3953.7334201396397
-57871.323104972274,-3851.182242225015
-57742.70253008294,-3744.4263775672503
-57608.813846063065,-3638.607403251674
-57477.93184925708,-3537.559502712905
-57360.281777786935,-3445.4343578885296
-57266.64533495438,-3367.4470905463236
-57206.11637563797,-3309.5660817003204
-57183.91157309314,-3277.3877978597284
-57200.0935527544,-3274.7048722361596
-57249.68863258672,-3302.328394519652
-57324.14738311665,-3357.581180045135
-57413.61579222856,-3434.6178393490354
-57509.23503205393,-3525.455520344947
-57604.74462302281,-3621.4071908847177
-57696.98408845735,-3714.544187067292
-57785.3294952785,-3798.8705046449463
-57870.48731697055,-3871.0211733128344
-57953.25221551295,-3930.4390985453915
-58033.76032081393,-3979.0894109069363
-58111.48123741002,-4020.818413728831
-58185.82265661717,-4060.4688453127847
-58256.92942354013,-4102.8566777818505
-58326.16892093346,-4151.727075570937
-58395.94569469704,-4208.8469954279635
-58468.818794410894,-4273.438669822182
-58546.2632800473,-4342.170145024171
-58627.66102948582,-4409.853981711681
-58710.10262140271,-4470.8453583621485
-58789.306372502775,-4520.90024609119
-58861.4957800673,-4559.0202564463125
-58925.59611159164,-4588.665290281665
-58984.81207495128,-4617.7423312955925
-59046.6824686214,-4657.01857555147
-59121.11500815931,-4717.029962119461
-59216.5862072289,-4804.059771273077
-59335.43703291796,-4916.19472813306
-59469.740493785706,-5040.672059641412
-59599.338876386144,-5153.602715761733
-59693.244115615846,-5222.677484032034
-59714.729289576586,-5212.726817100835
-59629.342448779054,-5093.1966747176175
-59414.07121754196,-4845.949952530605
-59065.3054739675,-4471.51140339591
-58603.30441224236,-3992.060792066787
-58071.60769939637,-3450.132070474888
-57531.06467721531,-2902.949036784043
-57049.56026477426,-2413.375362270977
-56689.68325722084,-2039.3028529232345
-56497.17660554288,-1823.7173188106863
-56492.8451746788,-1787.5508355022407
-56669.71801587874,-1926.7842032931837
-56995.91946594992,-2214.2742012103663
-57422.281405145055,-2605.7064759104155
-57892.62664204076,-3048.191753752898
-58354.16401984944,-3489.5443779255615
-58765.661311626645,-3886.3038397180985
-59101.88498447608,-4209.039406708135
-59353.93775469741,-4444.25433413363
-59526.22305021229,-4593.053437436124
-59631.50865873061,-4667.432913932849
-59685.77351625815,-4685.436162348883
-59704.20858085925,-4666.438743831137
-59699.07773950316,-4627.531302197456
-59679.39234617982,-4581.491972112294
-59651.77548027659,-4536.340854747274
-59621.65602566036,-4496.088450476112
-59594.06607710351,-4462.107314365334
-59573.70617773243,-4434.576686632814
-59564.398037923376,-4413.6151195076845
-59568.36766405234,-4399.93503469763
-59585.86968073921,-4395.038811300471
-59615.4682138879,-4401.075700294184
-59654.93572763553,-4420.487015415164
-59702.38551949382,-4455.518475729458
-59757.07730708148,-4507.626641087749
-59819.41636377764,-4576.796020987526
-59889.982027293045,-4660.830172106575
-59967.85046363704,-4754.763258557528
-60048.84338180477,-4850.610916417125
-60124.48115082311,-4937.688826738662
-60182.267999966825,-5003.642119339955
-60207.52315855477,-5036.154096403336
-60186.433952988365,-5025.084685461487
-60109.53540606608,-4964.600187260908
-59974.59327619036,-4854.7701246638
-59787.97430356818,-4702.171046211662
-59564.00735869418,-4519.250243293143
-59322.4351659816,-4322.511959667833
-59084.63393262809,-4129.904638989884
-58869.63987070056,-3958.0107829057083
-58691.05169065296,-3819.6960487593633
-58555.56839103562,-3722.7372522530363
-58463.38114606456,-3669.6573933960785
-58410.04998077413,-3658.6386843978535
-58389.05651560438,-3685.0747029686877
-58394.07317865424,-3743.160417227106
-58420.16888212408,-3826.9580203449354
-58463.608003259054,-3930.6062411900525
-58520.44182346392,-4047.6869184998714
-58584.55385098847,-4170.11069823771
-58646.05032166302,-4287.115491523709
-58690.81183461607,-4385.003253975283
-58701.66871366418,-4448.051851573087
-58661.14592989893,-4460.6794409260465
-58555.20557086285,-4410.515908855693
-58377.05403091843,-4291.680815096598
-58129.98421546536,-4107.395014292655
-57828.41533818486,-3871.1264688899896
-57496.718257660905,-3605.7800424169095
-57165.95124250783,-3340.906154311432
-56869.13542318714,-3108.3968898271164
-56636.04062015424,-2937.523782324908
-56488.55060963432,-2850.342924647237
-56437.5177109607,-2858.4053733846854
-56481.65216551012,-2961.3921010414606
-56608.52123843858,-3147.8343414909045
-56797.27819400782,-3397.608452028626
-57022.40821556452,-3685.5334058395656
-57257.64211449354,-3985.2351283153935
-57479.26545730537,-4272.5012036684975
-57668.30487988526,-4527.59398644765
-57811.42348928477,-4736.333001636397
-57900.70272070203,-4890.091895086287
-57932.733873780766,-4985.087391666198
-57907.52869098292,-5021.414106198515
-57827.67232184562,-5002.199099891208
-57697.92817716071,-4933.062152594521
-57525.2401774003,-4821.8499681150715
-57318.86168934096,-4678.44557488751
-57090.24746359006,-4514.3947363002635
-56852.41025529992,-4342.154814216601
-56618.64513211512,-4173.929682022061
-56400.79057661984,-4020.2458373860272
-56207.428916860445,-3888.5778924451793
-56042.53741578273,-3782.387942277609
-55905.03893176075,-3700.877816216621
-55789.47147574908,-3639.5818537534888
-55687.67217610576,-3591.702092676213
-55591.05635266649,-3549.877673285508
-55492.87424586748,-3507.951896168708
-55389.81822168109,-3462.294832840742
-55282.54115230778,-3412.3601844752034
-55174.97582220559,-3360.3674488316306
-55072.70998823663,-3310.2425316481535
-54980.95555435232,-3266.151937210559
-54902.76248563239,-3231.070821022308
-54838.035108561846,-3205.8059835481645
-54783.645106522985,-3188.759938639549
-54734.59284284374,-3176.5120875908565
-54685.8533354972,-3165.067100722944
-54634.35422109789,-3151.4391718757806
-54580.51671454908,-3135.148498336357
-54528.937599129575,-3119.2213392317835
-54488.03833271601,-3110.3968393082364
-54468.77173460007,-3118.419353705107
-54482.67857346236,-3154.490017807517
-54539.68113556078,-3229.1231898913643
-54645.98959076756,-3349.7713068691532
-54802.41439056133,-3518.631262653643
-55003.27872034451,-3731.0277156588445
-55236.04961830271,-3974.695098267264
-55481.769031384334,-4230.165685139101
-55716.34896507811,-4472.329958542181
-55912.7587555181,-4673.079188776215
-56044.04190124947,-4804.779451939459
-56086.94085662333,-4844.175081519883
-56025.70844135659,-4776.197594371496
-55855.500504101714,-4597.088979865069
-55584.6530644168,-4316.262617439689
-55235.209208374974,-3956.440699249043
-54841.29980526301,-3551.8271348982366
-54445.366988339534,-3144.3791012233737
-54092.66965031423,-2778.5829452766643
-53824.91544847967,-2495.4558017436993
-53674.11523501955,-2326.7112329217307
-53657.78199521197,-2290.0844956697865
-53776.376632192514,-2386.6780271685125
-54013.4859177812,-2600.8683925048995
-54338.69440389943,-2902.8639857470284
-54712.60090850815,-3253.5057163238316
-55093.04120277669,-3610.4659134988756
-55441.38817886045,-3934.722354295217
-55727.83884090184,-4196.132256830802
-55934.84204481215,-4377.123574157367
-56058.2120105363,-4473.920029314692
-56105.92356937719,-4495.234739650053
-56095.01071585937,-4458.887932818773
-56047.30898910936,-4387.208263162717
-55984.94300146662,-4302.273170409854
-55926.43855514181,-4221.9907828553305
-55884.14499248963,-4157.744611772933
-55863.328889983066,-4113.889709806396
-55862.91406395847,-4088.9187696544104
-55877.479523562695,-4077.7295064154414
-55899.86619650349,-4074.216343290282
-55923.65156407155,-4073.425207651168
-55944.85022305344,-4072.733105227322
-55962.46471305681,-4071.8700426052496
-55977.87393652029,-4071.980251659802
-55993.40187228568,-4074.2092529876427
-56010.65277773724,-4078.419251227014
-56029.252489955616,-4082.548144433479
-56046.47804452003,-4082.870712545167
-56057.93582755455,-4075.0810682720376
-56059.06405166282,-4055.806421778036
-56046.91862269982,-4023.9878864217867
-56021.56583705825,-3981.586193963706
-55986.50938630379,-3933.286959475392
-55947.90044700429,-3885.224608399477
-55912.71734017033,-3843.1035970945736
-55886.50625295018,-3810.3467356294623
-55871.49675151134,-3786.949263004924
-55865.84907621848,-3769.531860567847
-55864.44864419248,-3752.7103279026987
-55861.13278768997,-3731.4450887340304
-55851.6858782237,-3703.6457204287676
-55836.5648755416,-3672.1197952844827
-55822.26736739398,-3645.0523054204264
-55820.58135644601,-3634.578190976125
-55845.58603139051,-3653.5731020130793
-55909.02652303069,-3711.3773107861257
-56015.32367832008,-3809.6042422165597
-56157.782144137534,-3939.3209738478063
-56317.398547968674,-4080.655817915421
-56465.05489669747,-4205.325295590204
-56566.96483010718,-4281.816550964771
-56592.28041234978,-4282.212744165038
-56521.047946704726,-4189.117807832087
-56350.45099882149,-4000.9811768945456
-56097.59106635442,-3734.402627255786
-55797.86569463867,-3422.654762952385
-55499.09618949232,-3110.5351720850585
-55252.63472159062,-2846.530894627507
-55103.448929310056,-2673.9235656940673
-55081.43327870598,-2622.7227703669473
-55195.87322806743,-2704.127659949291
-55434.1892305832,-2908.6374940747314
-55765.04452295473,-3208.111881243656
-56144.89474180366,-3561.2257035387106
-56526.34703578464,-3921.0745549461612
-56866.43986434316,-4243.313167891149
-57133.17431209392,-4493.21407243421
-57309.21539998484,-4650.384057667598
-57392.444695277816,-4710.461657295618
-57393.76487009133,-4683.787210135961
-57333.05996348065,-4591.634665751918
-57234.416622871424,-4461.003292268634
-57121.62160480476,-4319.127285817948
-57014.65991480178,-4188.773189570379
-56927.57083980219,-4085.1107890546355
-56867.68988245656,-4014.544647546427
-56836.08021355961,-3975.470323260846
-56828.849130680464,-3960.5508254182805
-56839.01906937548,-3959.852994595316
-56858.62901837933,-3964.0730095338063
-56880.74455654607,-3967.1232716532495
-56901.05076090634,-3967.5351705301773
-56918.71990862439,-3968.418983381248
-56936.32743852887,-3976.0607292053483
-56958.76033749722,-3997.5601702642716
-56991.309485567625,-4038.153953777847
-57037.400560538124,-4098.962211951647
-57096.60523513765,-4175.810898172255
-57163.5969916301,-4259.521309583326
-57228.52404784821,-4337.675083033758
-57278.88913316852,-4397.4503533169345
-57302.551743436255,-4428.7956300258975
-57291.05183484898,-4427.064473432256
-57242.25032809122,-4394.335090711913
-57161.38916334048,-4338.976186765589
-57060.09555622347,-4273.512550637514
-56953.48177253476,-4211.353891942563
-56856.13015504002,-4163.322744882499
-56778.18403214899,-4135.025167651773
-56722.820217701614,-4125.897007377941
-56686.00463527459,-4130.270560452059
-56658.71709662146,-4140.1749841409255
-56630.9937629582,-4148.998883219139
-56596.45069447389,-4154.795509222769
-56555.66915360802,-4162.029684246118
-56517.07341550748,-4180.973735547317
-56494.673711446856,-4224.658167140642
-56503.07212180517,-4304.073104986481
-56551.11488852082,-4422.957331497246
-56636.19057378374,-4573.791939783496
-56741.18727649597,-4736.422672858969
-56835.48471352886,-4880.095350639269
-56880.22766069512,-4968.767014513927
-56836.83503658011,-4968.609999058573
-56676.63933761424,-4855.934186729791
-56389.06673996407,-4623.526331788352
-55986.031789039465,-4283.725594112271
-55501.18027411863,-3867.3438602223046
-54983.99706981664,-3418.5827290998795
-54490.19606826471,-2987.105928446613
-54070.81411283482,-2619.1172634175973
-53762.73597316386,-2349.48462843935
-53582.90856959182,-2196.6021325269303
-53527.41018820237,-2160.9124318066442
-53575.16864928512,-2227.0534389305203
-53694.89017472774,-2368.723584614868
-53853.02980019694,-2554.811809765217
-54020.59716404087,-2755.236663311137
-54177.21340342053,-2945.2666259231546
-54311.874339120266,-3107.708109738589
-54420.97057819038,-3233.032680502718
-54504.90597187741,-3318.055643472031
-54564.90469771156,-3364.0280237029606
-54601.26291519128,-3374.9273849568985
-54613.54473160799,-3356.4064731003687
-54602.34480047367,-3315.435321019422
-54571.57035788106,-3260.321965890422
-54529.97573323172,-3200.644439560772
-54490.98080733487,-3146.7110730891227
-54470.49824464794,-3108.4318886461388
-54483.31254192244,-3093.807766911029
-54539.1834648815,-3107.485826865758
-54640.04360799084,-3149.886348555532
-54779.34177539893,-3217.2523738215796
-54943.85937711109,-3302.6667538427973
-55117.45926306161,-3397.7428762261625
-55285.533698592255,-3494.458380773121
-55438.6628060647,-3586.5610166713077
-55574.27774483659,-3670.1513618598797
-55695.8480195718,-3743.3728104971497
-55810.020583624166,-3805.4891174685786
-55922.89164733405,-3855.865635462629
-56036.90785391861,-3893.3954189209203
-56149.64515485992,-3916.7093981004746
-56254.98287223071,-3925.154326361947
-56346.24367691738,-3920.1511064613724
-56420.062598773446,-3906.31071204714
-56479.39319416828,-3891.69150073173
-56534.31054138322,-3886.847627575587
-56600.05587956711,-3902.75991850298
-56692.81177400843,-3948.1991651021344
-56824.61011682134,-4027.369134589197
-56999.204247158304,-4138.681446159668
-57210.49076361332,-4275.195660718536
-57444.20204677773,-4426.703520932708
-57682.39932616543,-4582.830040561796
-57909.207440556216,-4736.085435850607
-58115.6629530701,-4883.708548165245
-58301.74285418037,-5027.463353651787
-58474.57682327805,-5171.212335572927
-58643.22927169876,-5316.893707438969
-58811.785593554,-5460.206609468338
-58973.29857110434,-5587.612623490014
-59107.11283426824,-5676.052283837208
-59181.14029518248,-5696.071335079639
-59159.08003907137,-5618.037557655098
-59010.86798133886,-5420.103642812743
-58723.38113303866,-5095.857634494853
-58308.05589453932,-4659.444931097019
-57802.77331345945,-4146.431114569817
-57266.934376556695,-3609.69718864613
-56770.61813337977,-3110.9461810349553
-56380.47056682053,-2709.592396454461
-56145.96208721941,-2451.5601915424504
-56089.56880772943,-2360.616699937291
-56203.31270883807,-2434.2677052480003
-56452.2981738827,-2645.119657053096
-56783.96977787744,-2947.2635580780384
-57140.36642964404,-3286.0346454086794
-57470.064690354426,-3608.7625073670706
-57736.90834793408,-3874.0284839590254
-57923.81162282831,-4057.4862903117864
-58031.4750700428,-4153.29903517819
-58073.26483076798,-4171.407347399743
-58068.366546498815,-4131.849106789473
-58035.44092129668,-4057.946067630739
-57988.44133740213,-3970.2327511643703
-57935.277929102696,-3882.5608639286806
-57878.99600880655,-3801.0355076516953
-57820.41076956411,-3725.5720599662086
-57760.89123037618,-3653.151889911738
-57704.21382232146,-3581.4819338037
-57656.94852096804,-3511.79828100651
-57627.45509791534,-3449.948413171381
-57624.03118589742,-3405.4966592124388
-57652.938478865326,-3389.2319669451144
-57716.93450887481,-3409.934831561998
-57814.657848594106,-3471.457416200362
-57940.89625426621,-3571.049849617833
-58087.53640731257,-3699.477914399887
-58244.9029785253,-3842.9434391137033
-58403.2223449145,-3986.2922903378862
-58554.02084081352,-4116.620973257737
-58691.31584227308,-4226.271281923702
-58812.4493714312,-4314.364073799811
-58918.37485219109,-4386.423987510591
-59013.20555582374,-4452.179751346117
-59102.935201239765,-4522.146627864538
-59193.46457676216,-4603.965259672488
-59288.36122219804,-4699.577882794607
-59387.02249214993,-4804.12722456691
-59483.97025622706,-4907.003795749605
-59569.79065835501,-4994.856572512288
-59633.74993312983,-5055.782408645028
-59667.49843392305,-5083.491987368993
-59668.73326108376,-5080.1482231002765
-59643.45436322883,-5056.842282087471
-59605.67289579233,-5031.267900957164
-59574.11471366669,-5022.934922324291
-59566.4369676318,-5047.0215310823505
-59592.43574403899,-5108.483540156322
-59648.32700842136,-5198.149932934371
-59714.1729418145,-5292.1702881638785
-59755.82746656917,-5355.403994556383
-59731.54248287613,-5348.335984974958
-59601.96019457901,-5236.12842670007
-59341.05546870603,-4997.739825287283
-58945.07460245595,-4632.863038702558
-58436.84512847303,-4164.826251630231
-57863.95179392353,-3638.488239146603
-57290.87863107475,-3113.3274055909405
-56786.84254457849,-2653.078376045777
-56412.21126457582,-2314.113840021131
-56206.76784957552,-2135.0853668400887
-56182.55872825531,-2130.045668335882
-56322.81562705713,-2286.4557886556445
-56586.85441834541,-2568.348849518598
-56919.39273488608,-2923.7671072671483
-57261.79078730212,-3294.6964221664243
-57562.5278081922,-3627.2968084917597
-57784.75736842871,-3880.3437676436283
-57909.8076173457,-4030.383800060283
-57936.65715498349,-4072.9845231102568
-57878.3716131133,-4020.3827038706895
-57756.99195705255,-3896.570751424848
-57598.35726662359,-3731.2539851964234
-57427.927419840096,-3554.1049454497734
-57268.06168088509,-3390.395081189976
-57136.64799034063,-3258.5385825172366
-57046.63890393262,-3169.5124349128428
-57005.99712848244,-3127.6773014230394
-57017.72845002418,-3132.3122870388706
-57079.95074710045,-3179.210317296161
-57186.16728230554,-3261.902999967357
-57325.98122758037,-3372.389734112136
-57486.388408381965,-3501.5200409731774
-57653.57417511169,-3639.3307095119967
-57814.92306740592,-3775.630948631956
-57960.82248620095,-3900.977860636425
-58085.85921911306,-4007.9571935873255
-58189.15950476609,-4092.4699894337914
-58273.84582947119,-4154.607899095634
-58345.79603930375,-4198.7297286845405
-58412.02303191011,-4232.532136839256
-58479.02185767421,-4265.191580815585
-58551.37516428808,-4304.959212735758
-58630.81540950761,-4356.819154194412
-58715.85910081229,-4420.892312440779
-58802.07453551224,-4492.141679768074
-58883.00459148559,-4561.625077175489
-58951.70144297353,-4619.117457333189
-59002.70774238952,-4656.497752482679
-59034.141219972575,-4670.988459332484
-59049.35755205996,-4667.252522553223
-59057.56915253422,-4657.542367700847
